快照日期,board_code,一级行业,二级行业,三级行业,当前排名,当前涨跌幅,今开,最高,最低,现价,振幅,换手率,成交额_亿元,昨日排名,昨日涨跌幅,排名较昨日改善,含今日5日涨跌幅,含今日10日涨跌幅,截至昨日20日涨跌幅,截至昨日60日涨跌幅,当前较60日峰值回撤,6月行情涨跌幅,7月至当前涨跌幅,轮动档位,原始轮动标签,轮动得分,两周涨跌幅,B周涨跌幅,近后半段排名分位,量能后半段前半段比,科技口径
2026-07-17,BK1565,社会服务,专业服务,会展服务,1,5.3100,1047.4600,1103.1500,1047.4600,1082.2900,5.4200,2.1900,2.3315,1,7.2100,0,12.8559,7.8062,1.3526,-2.0702,0.0000,-3.4055,12.6135,上升轮动,新晋活跃,24.6000,2.3703,7.1654,0.4374,0.9144,非核心科技
2026-07-17,BK1373,公用事业,电力,电能综合服务,2,4.3200,3048.7800,3201.1400,3046.9900,3192.1500,5.0400,1.7700,32.6896,12,2.1000,10,9.9930,4.6462,-11.6322,-14.7898,-20.0935,-24.3338,5.9628,上升轮动,新晋活跃,21.4000,0.3127,5.4380,0.2303,0.8141,非核心科技
2026-07-17,BK1380,公用事业,电力,水力发电,3,3.9100,3771.9100,3950.0900,3765.1200,3939.5100,4.8800,0.6900,73.0468,98,0.8700,95,8.5760,6.1226,-4.8507,-4.5717,-11.6869,-18.8243,10.6196,普通轮动,普通轮动,16.0000,2.1293,4.4904,0.3157,1.0522,非核心科技
2026-07-17,BK1377,公用事业,电力,火力发电,4,3.4600,2284.2200,2378.2700,2283.3300,2371.5900,4.1400,1.7700,173.8578,94,0.8900,90,5.1282,-1.5587,-18.6303,-2.7457,-25.3926,-22.4565,-1.4970,普通轮动,普通轮动,4.8000,-4.8509,1.6124,0.4018,0.7920,非核心科技
2026-07-17,BK1434,基础化工,农化制品,钾肥,5,2.3800,2070.8900,2142.8700,2070.8900,2130.6900,3.4600,1.0800,29.0203,72,1.0900,67,4.2784,-2.1485,-10.0834,-24.7748,-27.8226,-12.8440,-0.0938,普通轮动,普通轮动,24.2000,-4.4233,1.8543,0.3929,0.6031,非核心科技
2026-07-17,BK1374,公用事业,电力,风力发电,6,2.3600,1853.7400,1910.7700,1852.7800,1907.2900,3.1100,1.2000,48.9941,39,1.3900,33,5.3458,-2.7175,-6.8413,-13.4303,-20.2389,-23.7878,6.7427,上升轮动,新晋活跃,18.5000,-4.9604,2.9169,0.3318,0.5063,非核心科技
2026-07-17,BK1376,公用事业,电力,核力发电,7,2.0900,597.6700,611.3100,596.4100,609.3700,2.5000,0.2900,11.3687,23,1.6400,16,5.1916,4.3405,-4.6102,-3.7031,-7.8831,-8.0282,2.7798,上升轮动,新晋活跃,25.4000,2.2044,3.0381,0.4030,0.8204,非核心科技
2026-07-17,BK1432,基础化工,农化制品,氮肥,8,2.0500,1722.3100,1781.9100,1720.4000,1756.4700,3.5700,3.0700,16.2225,3,3.4500,-5,11.6155,8.5964,3.6040,-19.4389,-25.2248,-14.9710,13.9595,上升轮动,上升轮动,52.1000,6.4148,9.3734,0.1769,0.8952,非核心科技
2026-07-17,BK1375,公用事业,电力,光伏发电,9,1.9700,2979.1300,3064.1800,2979.1300,3049.1500,2.8400,2.5800,28.1001,75,1.0600,66,0.7921,-5.7146,-16.2008,-26.2166,-32.3357,-19.7459,-6.7742,普通轮动,普通轮动,-2.1000,-7.5362,-1.1551,0.5074,0.8493,非核心科技
2026-07-17,BK1612,银行,银行Ⅱ,农商行Ⅲ,10,1.7400,453.5900,462.0200,453.3800,461.0000,1.9100,0.8200,15.5721,42,1.3600,32,8.5527,9.8573,2.2199,-4.1130,-5.0729,-8.8519,12.6836,持续主线,持续主线,54.1000,7.9785,6.6962,0.3359,1.0374,非核心科技
2026-07-17,BK1417,基础化工,化学原料,纯碱,11,1.6700,902.8700,925.2600,901.6300,919.0100,2.6100,1.6300,6.6691,10,2.2100,-1,6.9809,0.7223,-5.5485,-23.0331,-25.6283,-13.6998,5.3743,上升轮动,上升轮动,40.5000,-0.9322,5.2237,0.2866,0.8299,非核心科技
2026-07-17,BK1483,交通运输,铁路公路,高速公路,12,1.4400,2651.4900,2690.7300,2651.4900,2683.6500,1.4800,0.5000,11.4045,32,1.4600,20,5.8271,7.3205,3.2972,-1.5738,-2.4606,-10.7699,10.3945,持续主线,持续主线,48.7000,5.7971,4.3248,0.3549,1.0463,非核心科技
2026-07-17,BK1481,交通运输,航运港口,港口,13,1.3800,1536.4200,1562.0700,1535.6500,1558.3100,1.7200,0.3300,14.2422,56,1.2000,43,7.7875,8.1329,1.0854,-6.8050,-8.8140,-12.4204,10.9326,持续主线,持续主线,51.4000,6.6610,6.3203,0.2730,0.9559,非核心科技
2026-07-17,BK1424,基础化工,化学制品,氟化工,14,1.3500,13341.2300,13849.7200,13277.0000,13542.5500,4.2900,2.8000,77.4669,98,0.8700,84,-7.9792,-26.4129,-12.3322,4.7041,-26.4129,23.3279,-16.0840,普通轮动,普通轮动,-3.8000,-27.3931,-9.2049,0.7050,0.4814,非核心科技
2026-07-17,BK1569,石油石化,炼化及贸易,炼油化工,15,1.3300,3196.3100,3243.5500,3186.7100,3230.8600,1.7800,0.1900,45.9259,36,1.4200,21,4.3498,2.4731,-0.4226,-12.2726,-16.8951,-7.9171,7.6723,上升轮动,新晋活跃,37.7000,1.1281,2.9802,0.3834,0.8330,非核心科技
2026-07-17,BK1611,银行,银行Ⅱ,国有大型银行Ⅲ,16,1.2900,3041.8500,3089.6700,3041.1000,3085.0300,1.5900,0.1200,74.8013,76,1.0300,60,6.1025,9.0129,2.0519,1.4830,-1.5870,-3.0270,8.5541,强势板块,强势板块,37.0000,7.6246,4.7512,0.4415,0.9768,非核心科技
2026-07-17,BK1609,银行,银行Ⅱ,城商行Ⅲ,17,1.2400,1561.8800,1584.4700,1561.7900,1579.3700,1.4500,0.4800,45.0970,56,1.2000,39,7.8005,9.4982,2.1873,2.4280,-0.2306,-7.1561,12.4409,持续主线,持续主线,54.1000,8.1571,6.4802,0.3579,1.0529,非核心科技
2026-07-17,BK1475,建筑装饰,专业工程,国际工程,18,1.1900,2354.3500,2389.7300,2354.3500,2377.2600,1.5100,0.9000,4.4096,19,1.6900,1,3.5105,-5.1326,-23.3778,-29.8790,-30.4076,-14.4614,-5.7564,上升轮动,新晋活跃,20.8000,-6.2483,2.2933,0.3852,0.6433,非核心科技
2026-07-17,BK1379,公用事业,电力,热力服务,19,1.0900,2855.0700,2928.2300,2855.0400,2902.2300,2.5500,2.4000,26.8713,94,0.8900,75,2.4461,-3.9319,-10.1592,-12.5851,-21.5965,-17.7943,-1.9190,普通轮动,普通轮动,4.5000,-4.9677,1.3414,0.3887,0.6549,非核心科技
2026-07-17,BK1321,电力设备,其他电源设备Ⅱ,火电设备,20,0.9200,1470.6400,1523.8800,1457.1700,1493.6900,4.5100,2.4200,6.5606,254,-0.3100,234,6.8421,2.4775,-7.9026,-6.3978,-7.0553,4.6573,-1.0204,普通轮动,普通轮动,27.0000,1.5433,5.8681,0.3632,0.9827,非核心科技
2026-07-17,BK1378,公用事业,电力,其他能源发电,21,0.8800,1421.1100,1446.1300,1421.1100,1439.1200,1.7500,0.5400,0.5838,82,0.9800,61,3.2106,1.3090,-4.0497,-12.8580,-16.9592,-17.4925,2.7795,普通轮动,普通轮动,17.7000,0.4253,2.3103,0.3780,0.7826,非核心科技
2026-07-17,BK1587,通信,通信服务,电信运营商,22,0.8600,976.9000,989.4800,976.2300,987.5400,1.3500,0.1700,16.2246,104,0.8000,82,6.2667,7.8373,0.5136,-2.1069,-11.7041,-11.5362,10.6668,强势板块,强势板块,37.3000,6.9178,5.3606,0.3591,1.0835,核心科技
2026-07-17,BK1419,基础化工,化学原料,煤化工,23,0.7400,1678.7300,1724.4000,1676.3200,1689.3200,2.8700,1.7400,27.0604,6,2.6800,-17,11.8631,7.9512,4.2666,-20.0175,-24.1007,-15.2022,14.5096,持续主线,持续主线,68.7000,7.1582,11.0414,0.1074,1.3048,非核心科技
2026-07-17,BK1366,非银金融,证券Ⅱ,证券Ⅲ,24,0.6700,139986.4300,142180.4100,139552.6800,141292.2200,1.8700,0.8300,243.7755,169,0.4600,145,1.3531,0.1639,2.5209,-0.5583,-2.0845,2.6868,2.5429,普通轮动,普通轮动,22.9000,-0.5028,0.6786,0.4777,0.7359,非核心科技
2026-07-17,BK1452,家用电器,厨卫电器,卫浴电器,25,0.6400,1266.8400,1295.7500,1265.0000,1267.1300,2.4400,1.0800,1.3750,5,2.7600,-20,5.8056,2.7695,-0.9269,-22.5786,-22.6626,-13.5794,1.5827,上升轮动,新晋活跃,27.3000,2.1159,5.1328,0.2831,0.5292,非核心科技
2026-07-17,BK1494,煤炭,煤炭开采,焦煤,26,0.6200,1114.3600,1128.5900,1107.3900,1120.7100,1.9000,0.7800,13.2269,120,0.7200,94,8.0865,8.1038,-3.9363,0.1194,-17.0878,-17.9028,12.2423,上升轮动,上升轮动,47.3000,7.4377,7.4205,0.2914,0.7886,非核心科技
2026-07-17,BK1493,煤炭,煤炭开采,动力煤,27,0.6100,2226.4400,2255.5200,2214.2200,2240.3500,1.8500,0.6000,48.6761,132,0.6500,105,8.2736,8.8876,3.1375,3.5807,-13.0340,-14.2909,13.5698,持续主线,持续主线,57.2000,8.2274,7.6171,0.2938,0.8326,非核心科技
2026-07-17,BK1365,非银金融,多元金融,租赁,28,0.5900,2832.2700,2866.4500,2806.7300,2850.2200,2.1100,0.8800,5.9303,200,0.2100,172,2.8211,2.9380,-4.7939,-17.8542,-18.7486,-9.6255,6.2685,持续主线,持续主线,51.6000,2.3342,2.2180,0.3970,0.6567,非核心科技
2026-07-17,BK1482,交通运输,航运港口,航运,29,0.5500,1460.7400,1475.6500,1459.4400,1467.3200,1.1100,0.8200,40.9588,157,0.5200,128,4.8321,2.2264,-2.8153,-10.0100,-12.1380,-7.1018,5.2925,普通轮动,普通轮动,21.9000,1.6673,4.2587,0.3407,0.8215,非核心科技
2026-07-17,BK1359,非银金融,多元金融,金融控股,30,0.5000,1949.2800,1978.5500,1946.4100,1960.1200,1.6500,0.5400,11.9511,74,1.0700,44,3.8078,3.9300,-0.1537,-13.9867,-15.1794,-8.8109,7.5249,普通轮动,普通轮动,20.4000,3.4129,3.2914,0.3507,0.9225,非核心科技
2026-07-17,BK1347,纺织服饰,纺织制造,纺织鞋类制造,31,0.4900,381.7300,387.7300,380.3200,382.6700,1.9500,0.1500,0.5747,78,1.0200,47,6.2795,1.9733,2.2285,-24.5685,-24.7256,-12.9608,9.2557,普通轮动,普通轮动,33.5000,1.4760,5.7613,0.3626,0.9311,非核心科技
2026-07-17,BK1367,钢铁,普钢,板材,31,0.4900,791.1000,804.8900,791.0400,797.6600,1.7400,0.6200,24.0156,48,1.2800,17,7.6757,4.6096,-1.0149,-21.1191,-19.7047,-12.4981,7.0435,持续主线,持续主线,57.6000,4.0995,7.1507,0.1674,1.0338,非核心科技
2026-07-17,BK1610,银行,银行Ⅱ,股份制银行Ⅲ,33,0.4700,2289.4000,2314.5200,2288.1300,2300.2300,1.1500,0.2700,56.2214,108,0.7900,75,5.3049,7.2767,0.6978,-2.7440,-2.6782,-7.8772,9.9373,强势板块,强势板块,35.6000,6.7748,4.8122,0.4083,0.9490,非核心科技
2026-07-17,BK1480,交通运输,航空机场,机场,34,0.4400,1767.7800,1794.8600,1767.7800,1774.5300,1.5300,0.6100,6.0142,33,1.4400,-1,5.5863,4.1718,-0.4489,-11.7986,-11.8905,-9.7713,6.4211,上升轮动,上升轮动,43.2000,3.7155,5.1237,0.2801,1.0541,非核心科技
2026-07-17,BK1361,非银金融,多元金融,期货,35,0.4000,474.6400,480.4100,473.2400,477.2900,1.5100,0.6700,2.8399,108,0.7900,73,1.7797,-1.8310,-8.5569,-17.2743,-26.1300,-14.9780,-0.0072,普通轮动,普通轮动,4.7000,-2.2221,1.3742,0.4202,0.7548,非核心科技
2026-07-17,BK1433,基础化工,农化制品,复合肥,36,0.2600,2926.0000,2972.6000,2919.3000,2940.4900,1.8200,1.3300,6.5920,42,1.3600,6,3.7895,0.7405,-1.8334,-19.4980,-23.2622,-10.8302,3.6563,上升轮动,上升轮动,35.8000,0.4792,3.5204,0.3205,0.8771,非核心科技
2026-07-17,BK1515,农林牧渔,种植业,粮食种植,37,0.2500,856.8400,866.7400,855.2700,861.3700,1.3300,0.6500,2.0824,96,0.8800,59,2.6122,4.7984,-8.4509,-20.5894,-23.1354,-18.4232,8.5108,普通轮动,普通轮动,26.6000,4.5371,2.3563,0.4499,0.8092,非核心科技
2026-07-17,BK1358,非银金融,保险Ⅱ,保险Ⅲ,38,0.2400,1321.5300,1339.6900,1317.8100,1328.6400,1.6500,0.2300,61.3035,177,0.3900,139,5.9726,5.0270,2.9310,-4.7269,-5.9733,-5.2492,10.8608,普通轮动,普通轮动,31.7000,4.7755,5.7189,0.3436,1.0598,非核心科技
2026-07-17,BK1435,基础化工,农化制品,磷肥及磷化工,39,0.2300,2834.3600,2887.3400,2813.5700,2855.7700,2.5900,1.3700,23.4438,53,1.2300,14,-1.2258,-11.5412,-7.5531,-19.5455,-22.0002,3.2185,-9.6414,普通轮动,普通轮动,22.5000,-11.7442,-1.4524,0.4623,0.5993,非核心科技
2026-07-17,BK1363,非银金融,多元金融,信托,40,0.2200,1867.0700,1894.6800,1866.6200,1877.2000,1.5000,0.6100,3.0837,102,0.8400,62,5.0215,3.9874,-1.9830,-12.6698,-16.3561,-14.6143,6.0630,普通轮动,普通轮动,29.9000,3.7591,4.7910,0.3050,1.0981,非核心科技
2026-07-17,BK1574,石油石化,油气开采Ⅱ,油气开采Ⅲ,41,0.1400,3258.7600,3331.5700,3220.7200,3256.3200,3.4100,1.8200,16.6334,13,2.0700,-28,8.6231,12.8056,0.3912,-27.2279,-29.6445,-22.6844,17.2031,持续主线,持续主线,55.7000,12.6479,8.4712,0.3519,0.9891,非核心科技
2026-07-17,BK1479,交通运输,航空机场,航空运输,42,0.0800,1301.0600,1313.6400,1300.2300,1307.4000,1.0300,0.3500,12.8190,164,0.4800,122,-0.0176,-4.7801,-10.9915,-16.3562,-17.9788,-10.3887,-3.4684,普通轮动,普通轮动,6.3000,-4.8562,-0.0975,0.5223,0.6514,非核心科技
2026-07-17,BK1443,基础化工,橡胶,橡胶助剂,43,0.0300,4417.5500,4515.1000,4372.1800,4441.5400,3.2200,2.2600,11.4405,276,-0.6400,233,-21.2727,-28.0265,-9.1613,1.8118,-28.0265,44.6788,-23.1254,退潮,退潮,-19.6000,-28.0481,-21.2963,0.9371,0.6511,非核心科技
2026-07-17,BK1311,电力设备,电网设备,输变电设备,44,0.0100,3620.9500,3683.5600,3601.3100,3628.7300,2.2700,1.7900,72.1999,194,0.2400,150,-5.9469,-9.5010,-17.9299,-25.2116,-31.6549,-14.3114,-11.4430,普通轮动,普通轮动,-2.6000,-9.5101,-5.9563,0.7193,0.7596,非核心科技
2026-07-17,BK1580,食品饮料,食品加工,肉制品,45,-0.0200,2520.2200,2548.3200,2490.1300,2502.3900,2.3200,3.1200,14.2914,175,0.4000,130,6.7558,6.4651,4.3289,-18.8096,-18.2432,-9.3543,12.3845,强势板块,强势板块,31.8000,6.4864,6.7771,0.3507,0.9887,非核心科技
2026-07-17,BK1388,环保,环境治理,大气治理,46,-0.0400,2879.4500,2923.4300,2856.5200,2870.7000,2.3300,1.5100,2.1787,34,1.4300,-12,0.5349,-6.8297,-17.5751,-28.6805,-36.1395,-24.8354,-0.8586,上升轮动,新晋活跃,21.3000,-6.7924,0.5752,0.4368,0.8241,非核心科技
2026-07-17,BK1523,汽车,汽车服务,汽车经销商,47,-0.0600,1320.4300,1344.4900,1315.8800,1322.3300,2.1600,0.7100,1.3302,51,1.2500,4,4.8003,5.0866,-1.4393,-15.0266,-17.1145,-14.7716,8.1235,强势板块,强势板块,36.4000,5.1497,4.8632,0.2688,0.9635,非核心科技
2026-07-17,BK1372,钢铁,冶钢原料,冶钢辅料,48,-0.0700,5834.0300,5866.2900,5814.4200,5849.8300,0.8900,0.4800,3.4384,223,-0.0100,175,2.3775,-7.4945,-9.0493,-12.9011,-17.7271,-1.2340,-4.3300,普通轮动,普通轮动,18.1000,-7.4297,2.4492,0.4142,0.4415,非核心科技
2026-07-17,BK1381,公用事业,燃气Ⅱ,燃气Ⅲ,48,-0.0700,1796.0700,1824.4700,1791.8300,1798.0000,1.8100,1.3200,43.1315,55,1.2200,7,4.2473,2.4597,-3.3697,-8.0254,-14.5967,-13.0572,6.2250,普通轮动,普通轮动,20.8000,2.5315,4.3204,0.3591,1.2422,非核心科技
2026-07-17,BK1418,基础化工,化学原料,氯碱,48,-0.0700,2017.4800,2054.1800,2009.7200,2023.5800,2.2000,1.0900,19.3140,36,1.4200,-12,0.5421,-5.4874,-3.5517,-11.3546,-15.1985,-3.4953,-1.3969,上升轮动,新晋活跃,9.6000,-5.4212,0.6125,0.4148,0.5879,非核心科技
2026-07-17,BK1368,钢铁,普钢,钢铁管材,51,-0.1000,573.5200,583.5500,573.0700,576.1900,1.8200,0.7000,1.7064,70,1.1100,19,3.0388,0.4792,-7.3238,-23.7808,-26.5535,-16.0826,1.7504,普通轮动,普通轮动,12.4000,0.5798,3.1419,0.3703,0.7715,非核心科技
2026-07-17,BK1492,煤炭,焦炭Ⅱ,焦炭Ⅲ,52,-0.1100,702.6300,719.0600,695.8300,701.6300,3.3100,0.9600,4.4637,22,1.6700,-30,7.6249,5.1854,-3.2941,-15.9052,-20.2946,-18.5824,8.7957,上升轮动,上升轮动,52.1000,5.3013,7.7434,0.1798,1.2502,非核心科技
2026-07-17,BK1573,石油石化,油服工程,油田服务,53,-0.1200,1539.9800,1576.7500,1523.4100,1534.7400,3.4700,0.8400,14.2285,11,2.1800,-42,2.6006,2.9379,-2.2400,-19.9722,-22.9970,-15.3467,6.0057,持续主线,持续主线,53.2000,3.0616,2.7238,0.2748,1.3230,非核心科技
2026-07-17,BK1464,建筑材料,水泥,水泥制造,54,-0.1900,1965.0100,1994.8700,1962.0100,1962.2600,1.6700,0.5200,13.5654,34,1.4300,-20,2.5663,1.5144,-3.0058,-18.1434,-18.8633,-12.6512,4.3029,上升轮动,新晋活跃,17.4000,1.7077,2.7616,0.3864,0.9737,非核心科技
2026-07-17,BK1412,基础化工,化学纤维,氨纶,55,-0.2000,2514.0800,2514.0800,2446.1300,2501.5000,2.7100,0.4200,2.0616,249,-0.2000,194,1.1741,0.7730,-2.5093,-5.1081,-13.1869,-6.8067,8.6282,普通轮动,普通轮动,19.1000,0.9750,1.3769,0.4896,0.4059,非核心科技
2026-07-17,BK1472,建筑装饰,基础建设,基建市政工程,56,-0.2100,1942.3100,1960.9600,1933.1100,1933.9400,1.4400,0.5300,29.8665,65,1.1600,9,2.8600,1.0922,-4.9823,-18.3218,-19.2859,-14.3302,3.8926,普通轮动,普通轮动,11.4000,1.3049,3.0764,0.3579,0.9005,非核心科技
2026-07-17,BK1421,基础化工,化学原料,钛白粉,57,-0.2400,1749.3600,1783.1800,1739.8200,1746.9100,2.4800,1.1500,5.7520,18,1.7800,-39,0.2740,-3.8635,-2.2196,-12.1900,-16.3829,-2.8768,-0.5407,上升轮动,新晋活跃,15.5000,-3.6322,0.5152,0.4623,0.6181,非核心科技
2026-07-17,BK1427,基础化工,化学制品,民爆制品,58,-0.2600,3916.8200,3970.1700,3888.8400,3911.7800,2.0700,1.0900,15.4269,53,1.2300,-5,1.8150,-4.1840,-7.9373,-25.5428,-25.9992,-14.3404,-1.3901,普通轮动,普通轮动,12.4000,-3.9342,2.0804,0.3869,0.7600,非核心科技
2026-07-17,BK1290,传媒,出版,教育出版,59,-0.2700,2076.2600,2099.2900,2059.2900,2062.2700,1.9300,0.6300,6.6998,31,1.4700,-28,5.1935,6.3210,4.3232,-9.8079,-10.0847,-8.0520,9.1728,持续主线,持续主线,49.6000,6.6088,5.4783,0.2991,1.0413,非核心科技
2026-07-17,BK1451,家用电器,厨卫电器,厨房电器,60,-0.2800,8273.2500,8462.4000,8115.3500,8118.3500,4.2600,1.0900,3.9518,7,2.5500,-53,2.7972,2.1157,-2.8344,-16.7034,-21.5152,-7.4489,1.7673,上升轮动,新晋活跃,33.8000,2.4025,3.0858,0.3638,0.8324,非核心科技
2026-07-17,BK1318,电力设备,光伏设备,光伏主材,61,-0.3000,9646.5900,9745.9500,9561.3500,9638.1800,1.9100,0.6700,9.2140,146,0.5900,85,-1.5442,-8.9681,-14.3643,-36.0603,-37.9552,-12.9027,-10.3988,普通轮动,普通轮动,10.9000,-8.6942,-1.2480,0.5098,0.8631,非核心科技
2026-07-17,BK1485,交通运输,铁路公路,铁路运输,62,-0.3400,1447.1300,1469.4300,1437.3700,1442.5300,2.2100,0.3700,17.0108,68,1.1200,6,6.3721,7.1552,3.3109,-6.0112,-9.6934,-13.4943,10.9786,持续主线,持续主线,53.6000,7.5208,6.7350,0.2504,0.9095,非核心科技
2026-07-17,BK1450,家用电器,白色家电,空调,63,-0.3700,14439.0900,14605.0100,14373.7500,14401.0300,1.6000,0.4500,30.9034,102,0.8400,39,5.0779,4.1227,2.8438,4.7203,-4.9578,-4.4681,4.6956,普通轮动,普通轮动,31.2000,4.5093,5.4681,0.3045,0.8293,非核心科技
2026-07-17,BK1353,纺织服饰,服装家纺,家纺,64,-0.4000,3952.8100,4039.6900,3934.3300,3939.7700,2.6600,0.9300,1.9772,19,1.6900,-45,1.2451,-2.8952,-3.9589,-11.7456,-23.2444,-11.9400,3.1578,上升轮动,新晋活跃,12.4000,-2.5052,1.6517,0.4101,0.7812,非核心科技
2026-07-17,BK1572,石油石化,油服工程,油气及炼化工程,65,-0.4400,1596.1100,1642.4800,1558.8100,1584.9500,5.2600,1.9700,22.3916,16,1.8000,-49,4.9780,7.1963,1.6085,-19.3448,-21.2737,-8.2915,6.7110,持续主线,持续主线,54.2000,7.6701,5.4420,0.3846,1.7280,非核心科技
2026-07-17,BK1488,交通运输,物流,跨境物流,66,-0.4800,1514.4400,1540.7800,1507.5500,1508.4900,2.1900,0.5900,5.8594,39,1.3900,-27,4.2560,1.3060,-3.3616,-18.7548,-20.1572,-18.2908,7.1727,上升轮动,上升轮动,30.9000,1.7947,4.7588,0.2712,0.8334,非核心科技
2026-07-17,BK1309,电力设备,电网设备,电网自动化设备,67,-0.5000,6132.5800,6209.3500,6094.2300,6126.3800,1.8700,1.3000,51.8979,245,-0.1600,178,-6.3336,-10.5820,-13.3515,-18.2085,-27.1627,-12.3975,-11.9525,退潮,退潮,-20.3000,-10.1326,-5.8629,0.7650,0.6349,非核心科技
2026-07-17,BK1369,钢铁,普钢,长材,68,-0.5300,509.8900,521.2500,506.2900,509.5500,2.9200,0.5200,0.9526,27,1.5600,-41,7.1333,1.2667,0.0840,-16.0698,-17.4427,-14.5558,7.8511,上升轮动,上升轮动,51.2000,1.8063,7.7041,0.1454,0.9716,非核心科技
2026-07-17,BK1578,食品饮料,非白酒,其他酒类,68,-0.5300,1456.4400,1476.6600,1437.9100,1440.9400,2.6700,1.4600,8.4986,21,1.6800,-47,4.6768,2.4400,-1.7847,-10.5621,-16.9017,-16.6005,6.4229,上升轮动,上升轮动,39.0000,2.9858,5.2345,0.2831,1.1439,非核心科技
2026-07-17,BK1349,纺织服饰,纺织制造,棉纺,70,-0.5600,2453.6100,2476.3600,2420.3300,2436.3900,2.2900,1.5000,8.0604,84,0.9700,14,3.7450,1.2038,3.7068,-15.9271,-17.6222,-9.4188,8.1410,上升轮动,上升轮动,36.7000,1.7737,4.3292,0.3116,0.6782,非核心科技
2026-07-17,BK1461,建筑材料,玻璃玻纤,玻璃制造,70,-0.5600,1774.2700,1787.0700,1756.6100,1768.5000,1.7100,1.4900,7.2353,178,0.3800,108,-4.3751,-13.8687,-26.8819,-18.8808,-27.2914,0.1621,-18.6913,普通轮动,普通轮动,2.7000,-13.3837,-3.8366,0.5579,0.7169,非核心科技
2026-07-17,BK1571,石油石化,炼化及贸易,油品石化贸易,72,-0.5800,2938.1600,2978.9200,2897.8400,2915.7300,2.7600,2.6600,5.7747,123,0.7000,51,-2.6881,-5.1474,-4.9192,-14.2612,-23.4402,-10.6940,-3.1364,普通轮动,普通轮动,3.1000,-4.5941,-2.1204,0.5039,0.8856,非核心科技
2026-07-17,BK1474,建筑装饰,专业工程,钢结构,73,-0.5900,2567.9800,2610.7600,2542.7300,2552.3600,2.6500,1.0400,4.8380,23,1.6400,-50,3.8774,1.3336,-5.3304,-18.6950,-23.0911,-15.3920,2.2765,上升轮动,上升轮动,43.0000,1.9351,4.4939,0.2748,1.1563,非核心科技
2026-07-17,BK1577,食品饮料,非白酒,啤酒,74,-0.6100,2322.6400,2352.2000,2300.2300,2306.7800,2.2400,0.8300,8.5170,60,1.1800,-14,4.9568,3.3791,-5.8406,-15.0305,-19.6919,-21.1402,5.9053,普通轮动,普通轮动,28.5000,4.0136,5.6009,0.3383,0.9516,非核心科技
2026-07-17,BK1499,美容护理,医疗美容,医美服务,75,-0.6400,585.8900,593.4300,582.1300,582.1300,1.9300,0.2400,0.0698,84,0.9700,9,1.6164,-5.9463,-8.0915,-8.9089,-19.1939,-17.6217,-0.8676,普通轮动,普通轮动,8.6000,-5.3405,2.2710,0.3727,0.5906,非核心科技
2026-07-17,BK1308,电力设备,电网设备,电工仪器仪表,76,-0.6500,2407.1600,2432.1700,2391.1100,2397.4800,1.7000,1.5100,19.8926,184,0.3200,108,-0.2309,-3.5042,-10.8089,-20.8429,-21.9257,-14.3910,-5.0212,普通轮动,普通轮动,-1.0000,-2.8728,0.4219,0.4920,0.7706,非核心科技
2026-07-17,BK1467,建筑材料,装修建材,耐火材料,77,-0.6600,1897.6500,1922.0300,1888.8300,1892.8100,1.7400,0.9300,2.3874,121,0.7100,44,-3.1473,-10.8988,-9.4377,-15.3053,-20.7292,2.3414,-9.0831,普通轮动,普通轮动,6.2000,-10.3068,-2.5038,0.5626,0.5662,非核心科技
2026-07-17,BK1370,钢铁,特钢Ⅱ,特钢Ⅲ,78,-0.7200,1918.7100,1942.6700,1900.1800,1911.1500,2.2100,0.5700,8.6421,96,0.8800,18,1.7101,-4.2966,-9.2325,-23.8603,-24.6642,-14.1404,-2.0367,普通轮动,普通轮动,6.9000,-3.6025,2.4477,0.3834,0.8812,非核心科技
2026-07-17,BK1585,食品饮料,饮料乳品,乳品,79,-0.7800,2021.4600,2084.6400,2002.0200,2002.2600,4.0900,1.3300,24.3140,4,2.8600,-75,5.9021,5.4052,1.2844,-14.5766,-17.7814,-18.0013,8.4324,持续主线,持续主线,53.7000,6.2339,6.7346,0.2309,0.9798,非核心科技
2026-07-17,BK1314,电力设备,风电设备,风电整机,80,-0.8200,1416.2300,1427.5300,1396.0400,1401.0600,2.2300,1.4300,18.0497,136,0.6300,56,-2.7901,-9.4817,-15.4393,-34.7947,-37.0546,-18.1446,-11.7856,普通轮动,普通轮动,11.0000,-8.7333,-1.9864,0.5323,0.8507,非核心科技
2026-07-17,BK1521,汽车,摩托车及其他,摩托车,81,-0.8300,3346.6500,3375.4600,3313.5600,3330.1100,1.8400,0.4800,8.6936,226,-0.0200,145,0.8828,4.4300,7.0130,-7.6239,-9.6951,-3.9445,6.2712,普通轮动,普通轮动,32.7000,5.3040,1.7271,0.4220,0.7132,非核心科技
2026-07-17,BK1506,农林牧渔,农业综合Ⅱ,农业综合Ⅲ,82,-0.8400,2091.6500,2128.0700,2073.9800,2077.4700,2.5800,0.8000,0.6605,44,1.3500,-38,0.9088,0.9906,1.6426,-17.0204,-20.3318,-6.9339,1.9574,上升轮动,新晋活跃,31.2000,1.8462,1.7636,0.4012,0.5937,非核心科技
