code,symbol,name_sina,current_price,pct_today,amount_today,volume_today,bid,ask,name_nav,fund_type,nav_value,acc_nav_value,nav_growth_pct,premium_discount_pct,market_price_nav_source,scale_name,fund_share,scale_date,name,market,estimated_size_yi,category,theme,is_qdii,category_priority,amount_today_yi,data_issues,hist_rows,first_date,last_date,last_close,annual_return_3y,return_1y,return_6m,return_3m,return_20d,volatility_1y,max_drawdown_3y,max_drawdown_1y,current_drawdown,return_dd_ratio_1y,ma20,ma60,ma120,ma250,ma_state,price_vs_ma20_pct,pct_from_250_high,avg_amount_20d,avg_amount_60d,amount_stability,style_bucket,track_index,fund_size_yi,fee_rate,tracking_error_60d,valuation_pct_5y,dividend_yield,payout_ratio,style_corr_group,notes,updated_at,rank_return_3y,rank_return_1y,rank_return_6m,rank_return_dd,rank_low_vol,rank_amount,safety_score,return_score,income_score,execution_score,total_score,raw_grade,grade,hard_filter_ok,hard_filter_reason,action,reason,rank
520500,sh520500,恒生创新药ETF华泰柏瑞,1.215,3.229,2007742762.0,1645662962.0,1.214,1.215,恒生创新药ETF华泰,指数型-海外股票,,,,,1.215,恒生新药,68305000.0,2025-01-15,恒生创新药ETF华泰,sh,0.82990575,SATELLITE,跨境,True,4,20.07742762,缺折溢价,357,2024-12-27,2026-06-23,1.177,0.13151635698865705,-0.26529338327091134,-0.2693978895096213,-0.20149253731343275,-0.15384615384615385,0.35718562999508036,-0.4450730787364451,-0.4450730787364451,-0.4450730787364451,-0.5960670189805116,1.2473999999999998,1.4578666666666669,1.5199,1.6779080000000002,跌破MA250,-0.05643738977072299,-0.4450730787364451,1109018410.1,1076116350.05,1.0305748166064674,,,,,,,,,,,,0.5194805194805194,0.1388888888888889,0.12987012987012986,0.2222222222222222,0.3974358974358974,0.6025641025641025,7,9,5,5,26,D,D,False,F1历史不足378日;F2规模<5亿,观察,F1历史不足378日;F2规模<5亿 / 跌破MA250 / 回撤-44.5% / 1年-26.5%,66
159217,sz159217,港股通创新药ETF工银,1.002,2.664,946259516.0,939491720.0,1.001,1.002,港股通创新药ETF工,指数型-股票,,,,,1.002,港股通创新药ETF工银,5068157596.0,,港股通创新药ETF工,sz,50.78293911192,SATELLITE,跨境,True,4,9.46259516,缺折溢价,295,2025-04-03,2026-06-23,0.976,-0.043372910123459674,-0.22967640094711916,-0.2549618320610687,-0.18666666666666665,-0.14610673665791785,0.3541673229891506,-0.424188790560472,-0.424188790560472,-0.424188790560472,-0.541448539089523,1.0324499999999999,1.1911166666666666,1.2429916666666665,1.356712,跌破MA250,-0.05467577122378797,-0.424188790560472,755607768.5,685656162.9833333,1.1020214056157576,,,,,,,,,,,,0.23376623376623376,0.25,0.16883116883116883,0.2638888888888889,0.41025641025641024,0.48717948717948717,7,8,5,6,26,D,D,False,F1历史不足378日,观察,F1历史不足378日 / 跌破MA250 / 回撤-42.4% / 1年-23.0%,67
526000,sh526000,港股通信息技术ETF华夏,1.378,4.95,541465993.0,397027400.0,1.377,1.378,港股通信息技术ETF,指数型-股票,,,,,1.378,,,,港股通信息技术ETF,sh,,SATELLITE,跨境,True,4,5.41465993,"缺折溢价,缺规模",49,2026-04-10,2026-06-23,1.313,,,,,0.012336160370084892,0.4371536920138047,-0.09110787172011658,-0.09110787172011658,-0.05335255948089401,,1.3205,,,,震荡,-0.005679666792881566,-0.05335255948089401,286580686.3,,,,,,,,,,,,,,,,,,0.15384615384615385,0.038461538461538464,16,2,4,4,26,D,D,False,F1历史不足378日,观察,F1历史不足378日 / 震荡 / 回撤-9.1%,68
513260,sh513260,恒生科技ETF汇添富,1.095,2.146,531900711.0,487650500.0,1.094,1.096,恒生科技ETF汇添富,指数型-海外股票,,,,,1.095,恒科技,1308243000.0,2025-01-15,恒生科技ETF汇添富,sh,14.32526085,SATELLITE,跨境,True,4,5.31900711,缺折溢价,780,2023-03-31,2026-06-23,1.072,0.04182669833846764,-0.23809523809523803,-0.2197962154294032,-0.1021775544388609,-0.09612141652613815,0.2474094528267415,-0.3592349073520621,-0.3592349073520621,-0.3592349073520621,-0.6627842484747642,1.1679,1.19215,1.2750416666666666,1.375236,跌破MA250,-0.08211319462282718,-0.3592349073520621,416484729.5,364008942.6333333,1.1441607079404243,,,,,,,,,,,,0.37662337662337664,0.20833333333333334,0.2857142857142857,0.18055555555555555,0.8461538461538461,0.14102564102564102,9,9,5,3,26,D,D,True,,淘汰,跌破MA250 / 回撤-35.9% / 1年-23.8%,69
159262,sz159262,港股通科技ETF广发,0.854,2.768,620335499.0,733617206.0,0.852,0.854,港股通科技ETF广发,指数型-股票,,,,,0.854,港股通科技ETF广发,8827720485.0,,港股通科技ETF广发,sz,75.3887329419,SATELLITE,跨境,True,4,6.20335499,缺折溢价,233,2025-07-07,2026-06-23,0.831,-0.16521110033425868,,-0.20706106870229013,-0.05889014722536812,-0.08278145695364247,0.2930299547762065,-0.36027713625866054,-0.36027713625866054,-0.36027713625866054,,0.9025000000000001,0.9021833333333334,0.9694999999999999,,震荡,-0.07922437673130212,-0.36027713625866054,684327407.6,607892696.9333333,1.1257371754131293,,,,,,,,,,,,0.1038961038961039,,0.35064935064935066,,0.6410256410256411,0.3974358974358974,8,6,5,6,25,D,D,False,F1历史不足378日,观察,F1历史不足378日 / 震荡 / 回撤-36.0%,70
159792,sz159792,港股通互联网ETF富国,0.538,0.373,2692117588.0,5006383036.0,0.537,0.538,港股通互联网ETF富,指数型-股票,,,,,0.538,港股通互联网ETF富国,66782855237.0,,港股通互联网ETF富,sz,359.29176117506006,SATELLITE,跨境,True,4,26.92117588,缺折溢价,780,2023-03-31,2026-06-23,0.536,-0.044795064056301626,-0.39503386004514673,-0.3701527614571092,-0.23098995695839297,-0.15323854660347547,0.29175384528866066,-0.49906542056074765,-0.49906542056074765,-0.49906542056074765,-0.7915472476560056,0.6022999999999998,0.6586500000000001,0.7452333333333333,0.8456600000000001,跌破MA250,-0.1100780342022245,-0.49906542056074765,2549161068.7,2070891148.25,1.2309488457923827,,,,,,,,,,,,0.22077922077922077,0.06944444444444445,0.05194805194805195,0.08333333333333333,0.6538461538461539,0.8589743589743589,8,2,5,9,24,D,D,True,,淘汰,跌破MA250 / 回撤-49.9% / 1年-39.5%,71
520980,sh520980,港股通科技ETF汇添富,0.866,3.341,690176724.0,804935814.0,0.866,0.867,港股通科技ETF汇添,指数型-股票,,,,,0.866,,,,港股通科技ETF汇添,sh,,SATELLITE,跨境,True,4,6.90176724,"缺折溢价,缺规模",236,2025-07-02,2026-06-23,0.838,-0.17550320720817536,,-0.21608980355472407,-0.060538116591928315,-0.09600862998921256,0.2988346357797788,-0.37134283570892723,-0.37134283570892723,-0.37134283570892723,,0.9136500000000002,0.9111666666666668,0.9856333333333333,,震荡,-0.08279975920757421,-0.37134283570892723,537346203.4,470669340.56666666,1.1416639179281511,,,,,,,,,,,,0.07792207792207792,,0.3116883116883117,,0.6025641025641025,0.24358974358974358,8,6,5,5,24,D,D,False,F1历史不足378日,观察,F1历史不足378日 / 震荡 / 回撤-37.1%,72
512690,sh512690,酒ETF鹏华,0.39,-2.256,748091755.0,1897967400.0,0.389,0.39,酒ETF鹏华,指数型-股票,,,,,0.39,酒ETF,19033150200.0,2025-01-15,酒ETF鹏华,sh,74.22928578,SATELLITE,消费,False,4,7.48091755,缺折溢价,780,2023-03-31,2026-06-23,0.399,-0.21314206042244777,-0.29999999999999993,-0.27717391304347827,-0.1857142857142856,-0.109375,0.21237714501404883,-0.5316901408450704,-0.36867088607594933,-0.5686486486486486,-0.8137339055793991,0.4301499999999999,0.4632833333333333,0.49775,0.5418440000000001,跌破MA250,-0.07241659886086227,-0.36867088607594933,806788245.55,707685369.4833333,1.1400380456346293,,,,,,,,,,,,0.03896103896103896,0.125,0.1038961038961039,0.05555555555555555,0.9487179487179487,0.5256410256410257,9,2,5,7,23,D,D,True,,淘汰,跌破MA250 / 回撤-53.2% / 1年-30.0%,73
513040,sh513040,港股通互联网ETF易方达,0.879,0.687,553741274.0,633202278.0,0.878,0.879,港股通互联网ETF易,指数型-股票,,,,,0.879,HK互联网,167841300.0,2025-01-15,港股通互联网ETF易,sh,1.4753250269999998,SATELLITE,跨境,True,4,5.53741274,缺折溢价,733,2023-06-12,2026-06-23,0.873,-0.048879647368461177,-0.39036312849162014,-0.37103746397694515,-0.23755458515283845,-0.1548886737657308,0.28602236873249937,-0.49971346704871067,-0.49971346704871067,-0.49971346704871067,-0.7811739211214186,0.9840499999999999,1.0771833333333334,1.2183833333333334,1.379028,跌破MA250,-0.11284995681113752,-0.49971346704871067,574485361.2,526411635.76666665,1.0913234475968958,,,,,,,,,,,,0.19480519480519481,0.08333333333333333,0.03896103896103896,0.09722222222222222,0.6666666666666666,0.28205128205128205,8,4,5,4,21,D,D,False,F2规模<5亿,淘汰,F2规模<5亿 / 跌破MA250 / 回撤-50.0% / 1年-39.0%,74
159567,sz159567,港股创新药ETF银华,0.598,2.749,1532128009.0,2553229686.0,0.597,0.598,港股创新药ETF银华,指数型-股票,,,,,0.598,港股创新药ETF银华,10574729726.0,,港股创新药ETF银华,sz,63.236883761479994,SATELLITE,跨境,True,4,15.32128009,缺折溢价,589,2024-01-11,2026-06-23,0.582,-0.20807874871005105,-0.6245161290322581,-0.25288831835686787,-0.18487394957983194,-0.14411764705882368,0.6059387047027713,-0.7044184865413916,-0.7044184865413916,-0.7044184865413916,-0.8865697606809777,0.6153000000000001,0.7102333333333333,0.7405166666666667,0.953976,跌破MA250,-0.054119941491955315,-0.7044184865413916,1060147623.65,1129121899.1166666,0.9389133489301497,,,,,,,,,,,,0.05194805194805195,0.041666666666666664,0.18181818181818182,0.041666666666666664,0.07692307692307693,0.5897435897435898,6,2,5,7,20,D,D,True,,淘汰,跌破MA250 / 回撤-70.4% / 1年-62.5%,75
159636,sz159636,港股通科技30ETF工银,0.484,2.76,1139438377.0,2371758253.0,0.483,0.484,港股通科技30ETF,指数型-股票,,,,,0.484,港股通科技30ETF工银,44368501206.0,,港股通科技30ETF,sz,214.74354583704,SATELLITE,跨境,True,4,11.39438377,缺折溢价,780,2023-03-31,2026-06-23,0.471,-0.17008955253333957,-0.6453313253012049,-0.2764976958525346,-0.16192170818505347,-0.13736263736263743,0.5714426786149777,-0.707635009310987,-0.707635009310987,-0.707635009310987,-0.9119550570703868,0.5191000000000001,0.5502333333333332,0.5958,0.9909799999999999,跌破MA250,-0.09266037372375291,-0.707635009310987,728567724.15,625675505.6833333,1.1644498106958696,,,,,,,,,,,,0.09090909090909091,0.027777777777777776,0.11688311688311688,0.027777777777777776,0.10256410256410256,0.46153846153846156,6,2,5,7,20,D,D,True,,淘汰,跌破MA250 / 回撤-70.8% / 1年-64.5%,76
520880,sh520880,港股通创新药ETF华宝,0.39,2.362,668967601.0,1709195000.0,0.389,0.39,港股通创新药ETF华,指数型-股票,,,,,0.39,,,,港股通创新药ETF华,sh,,SATELLITE,跨境,True,4,6.68967601,"缺折溢价,缺规模",233,2025-07-07,2026-06-23,0.381,-0.6470673519751182,,-0.2658959537572254,-0.19108280254777066,-0.14382022471910116,0.5982987143891246,-0.7091603053435114,-0.7091603053435114,-0.7091603053435114,,0.40164999999999995,0.4675000000000001,0.4896666666666667,,震荡,-0.051412921697995606,-0.7091603053435114,380550984.95,403379323.03333336,0.9434072676019466,,,,,,,,,,,,0.012987012987012988,,0.14285714285714285,,0.08974358974358974,0.10256410256410256,6,4,5,4,19,D,D,False,F1历史不足378日,观察,F1历史不足378日 / 震荡 / 回撤-70.9%,77
513770,sh513770,港股互联网ETF华宝,0.332,0.606,555552091.0,1679993060.0,0.331,0.332,港股互联网ETF华宝,指数型-股票,,,,,0.332,港股互联,3574568900.0,2025-01-15,港股互联网ETF华宝,sh,11.867568748,SATELLITE,跨境,True,4,5.55552091,缺折溢价,780,2023-03-31,2026-06-23,0.33,-0.24176117190661817,-0.6947271045328399,-0.3666026871401151,-0.2325581395348837,-0.14728682170542629,0.5643614906028264,-0.7292863002461034,-0.7292863002461034,-0.7292863002461034,-0.9526123064404183,0.36885,0.40395000000000003,0.4570583333333334,0.64544,跌破MA250,-0.10532736884912564,-0.7292863002461034,694438346.0,571525238.3833333,1.2150615569740184,,,,,,,,,,,,0.025974025974025976,0.013888888888888888,0.06493506493506493,0.013888888888888888,0.11538461538461539,0.41025641025641024,6,0,5,4,15,D,D,True,,淘汰,跌破MA250 / 回撤-72.9% / 1年-69.5%,78
